CIE-10	Enfermedad	MF	MG	MF o MG	Atencion_primaria	Especialistas	Especialista_1	A1	A2	A3	A4	A5	Especialista_1_Total_k	Especialista_2	B1	B2	B3	B4	B5	Especialista_2_Total_k	Especialista_3	C1	C2	C3	C4	C5	Especialista_3_Total_k	Especialista_4	D1	D2	D3	D4	D5	Especialista_4_Total_k	Especialista_5	E1	E2	E3	E4	E5	Especialista_5_Total_k	Totales	Grupo Etario
M51.9	TRASTORNO DE LOS DISCOS INTERVERTEBRALES, NO ESPECIFICADO	0	0	0	0	5	NEUROLOGIA	0	1	0	0	0	1	MEDICINA FISICA Y REHABILITACION	0	1	0	0	0	1	NEUROCIRUGIA	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M54.0	PANICULITIS QUE AFECTA REGIONES DEL CUELLO Y DE LA ESPALDA	1	0	2	3	2	DERMATOLOGIA	0	1	0	0	0	1	MEDICINA INTERNA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M54.1	RADICULOPATIA	0	0	1	1	4	NEUROLOGIA	0	2	0	0	0	2	NEUROCIRUGIA	0	2	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M54.2	CERVICALGIA	0	1	4	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M54.3	CIATICA	0	0	2	2	3	NEUROLOGIA	0	1	0	0	0	1	MEDICINA FISICA Y REHABILITACION	0	1	0	0	0	1	NEUROCIRUGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M54.4	LUMBAGO CON CIATICA	0	0	2	2	3	NEUROLOGIA	0	1	0	0	0	1	MEDICINA FISICA Y REHABILITACION	0	0	1	0	0	1	NEUROCIRUGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M54.5	LUMBAGO NO ESPECIFICADO	0	1	4	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M54.6	DOLOR EN LA COLUMNA DORSAL	0	0	4	4	1	MEDICINA FISICA Y REHABILITACION	0	0	1	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M54.8	OTRAS DORSALGIAS	1	1	3	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M54.9	DORSALGIA, NO ESPECIFICADA	0	0	4	4	1	MEDICINA FISICA Y REHABILITACION	0	0	1	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M62.0	DIASTASIS DEL MUSCULO	0	1	0	1	4	CIRUGIA GENERAL	3	1	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M62.1	OTROS DESGARROS (NO TRAUMATICOS) DEL MUSCULO	1	0	0	1	4	ORTOPEDIA Y TRAUMATOLOGIA	4	0	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M62.4	CONTRACTURA MUSCULAR	1	0	4	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M62.6	DISTENSION MUSCULAR	1	0	4	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M62.8	OTROS TRASTORNOS ESPECIFICADOS DE LOS MUSCULOS	0	0	1	1	4	ORTOPEDIA Y TRAUMATOLOGIA	0	2	0	0	0	2	REUMATOLOGIA	0	1	0	0	0	1	MEDICINA INTERNA	0	0	0	1	0	1		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M62.9	TRASTORNO MUSCULAR, NO ESPECIFICADO	1	0	3	4	1	MEDICINA INTERNA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M65.2	TENDINITIS CALCIFICADA	0	0	0	0	5	MEDICINA FISICA Y REHABILITACION	1	1	0	0	0	2	ORTOPEDIA Y TRAUMATOLOGIA	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M65.3	DEDO EN GATILLO	0	0	0	0	5	MEDICINA COMPLEMENTARIA	1	0	0	0	0	1	MEDICINA FISICA Y REHABILITACION	0	2	0	0	0	2	ORTOPEDIA Y TRAUMATOLOGIA	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M65.4	TENOSINOVITIS DE ESTILOIDES RADIAL [DE QUERVAIN]	2	0	0	2	3	MEDICINA FISICA Y REHABILITACION	1	1	0	0	0	2	ORTOPEDIA Y TRAUMATOLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M65.8	OTRAS SINOVITIS Y TENOSINOVITIS	2	0	1	3	2	REUMATOLOGIA	0	1	0	0	0	1	ORTOPEDIA Y TRAUMATOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M65.9	SINOVITIS Y TENOSINOVITIS, NO ESPECIFICADA	2	0	1	3	2	REUMATOLOGIA	1	0	0	0	0	1	ORTOPEDIA Y TRAUMATOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M67.0	ACORTAMIENTO DEL TENDON DE AQUILES (ADQUIRIDO)	0	0	0	0	5	ORTOPEDIA Y TRAUMATOLOGIA	2	1	0	0	0	3	MEDICINA INTERNA	0	1	0	0	0	1	MEDICINA FISICA Y REHABILITACION	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M67.2	HIPERTROFIA SINOVIAL, NO CLASIFICADA EN OTRA PARTE	0	0	0	0	5	ORTOPEDIA Y TRAUMATOLOGIA	3	0	0	0	0	3	MEDICINA FISICA Y REHABILITACION	0	1	0	0	0	1	REUMATOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M67.3	SINOVITIS TRANSITORIA	2	0	1	3	2	REUMATOLOGIA	1	0	0	0	0	1	ORTOPEDIA Y TRAUMATOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M67.4	GANGLION	0	0	0	0	5	DERMATOLOGIA	0	1	0	0	0	1	ORTOPEDIA Y TRAUMATOLOGIA	1	2	0	1	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M67.8	OTROS TRASTORNOS ESPECIFICADOS DE LA SINOVIA Y DEL TENDON	1	0	1	2	3	MEDICINA FISICA Y REHABILITACION	0	1	0	0	0	1	ORTOPEDIA Y TRAUMATOLOGIA	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M67.9	TRASTORNO SINOVIAL Y TENDINOSO, NO ESPECIFICADO	1	0	1	2	3	MEDICINA FISICA Y REHABILITACION	0	1	0	0	0	1	REUMATOLOGIA	1	0	0	0	0	1	ORTOPEDIA Y TRAUMATOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M75.0	CAPSULITIS ADHESIVA DEL HOMBRO	0	0	0	0	5	MEDICINA FISICA Y REHABILITACION	3	1	0	0	0	4	ORTOPEDIA Y TRAUMATOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M75.1	SINDROME DEL MANGUITO ROTATORIO	1	0	0	1	4	MEDICINA FISICA Y REHABILITACION	1	0	1	0	0	2	ORTOPEDIA Y TRAUMATOLOGIA	0	2	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M75.2	TENDINITIS DEL BICEPS	2	0	0	2	3	MEDICINA FISICA Y REHABILITACION	0	1	1	0	0	2	ORTOPEDIA Y TRAUMATOLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M75.3	TENDINITIS CALCIFICANTE DEL HOMBRO	0	0	0	0	5	MEDICINA FISICA Y REHABILITACION	1	1	0	0	0	2	ORTOPEDIA Y TRAUMATOLOGIA	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M75.4	SINDROME DE ABDUCCION DOLOROSA DEL HOMBRO	0	0	0	0	5	MEDICINA FISICA Y REHABILITACION	1	2	0	0	0	3	ORTOPEDIA Y TRAUMATOLOGIA	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M75.5	BURSITIS DEL HOMBRO	2	0	0	2	3	MEDICINA FISICA Y REHABILITACION	1	1	0	0	0	2	ORTOPEDIA Y TRAUMATOLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M75.8	OTRAS LESIONES DEL HOMBRO	1	0	1	2	3	ORTOPEDIA Y TRAUMATOLOGIA	1	2	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M75.9	LESION DEL HOMBRO, NO ESPECIFICADA	1	0	1	2	3	ORTOPEDIA Y TRAUMATOLOGIA	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M79.0	REUMATISMO, NO ESPECIFICADO	1	0	0	1	4	REUMATOLOGIA	1	2	0	0	0	3	MEDICINA INTERNA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M79.1	MIALGIA	1	0	4	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M79.2	NEURALGIA Y NEURITIS, NO ESPECIFICADAS	0	0	0	0	5	NEUROLOGIA	1	3	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M79.3	PANICULITIS, NO ESPECIFICADA	1	0	0	1	4	DERMATOLOGIA	1	0	0	0	0	1	REUMATOLOGIA	1	0	0	0	0	1	MEDICINA INTERNA	0	2	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M79.5	CUERPO EXTRAÃ'O RESIDUAL EN TEJIDO BLANDO	1	0	0	1	4	CIRUGIA GENERAL	3	1	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M79.6	DOLOR EN MIEMBRO	0	0	5	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M79.7	FIBROMIALGIA	1	0	0	1	4	REUMATOLOGIA	0	4	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M79.8	OTROS TRASTORNOS ESPECIFICADOS DE LOS TEJIDOS BLANDOS	2	0	2	4	1	MEDICINA INTERNA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
M79.9	TRASTORNO DE LOS TEJIDOS BLANDOS, NO ESPECIFICADO	3	0	0	3	2	REUMATOLOGIA	0	1	0	0	0	1	MEDICINA INTERNA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N20.0	CALCULO DEL RIÃ'ON	1	0	0	1	4	NEFROLOGIA	1	0	0	0	0	1	UROLOGIA GENERAL	1	2	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N20.1	CALCULO DEL URETER	1	0	0	1	4	UROLOGIA GENERAL	4	0	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N20.2	CALCULO DEL RIÃ'ON CON CALCULO DEL URETER	0	0	0	0	5	UROLOGIA GENERAL	5	0	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N20.9	CALCULO URINARIO, NO ESPECIFICADO	1	0	0	1	4	UROLOGIA GENERAL	3	0	0	1	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N30.0	CISTITIS AGUDA	0	0	5	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N30.1	CISTITIS INTERSTICIAL (CRONICA)	1	0	0	1	4	UROLOGIA GENERAL	2	1	0	0	1	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N30.2	OTRAS CISTITIS CRONICAS	1	0	0	1	4	UROLOGIA GENERAL	1	2	0	0	1	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N30.9	CISTITIS, NO ESPECIFICADA	0	0	3	3	2	UROLOGIA GENERAL	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N39.0	INFECCION DE VIAS URINARIAS, SITIO NO ESPECIFICADO	0	0	5	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N39.1	PROTEINURIA PERSISTENTE, NO ESPECIFICADA	0	0	0	0	5	NEFROLOGIA	1	3	0	0	0	4	MEDICINA INTERNA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N39.3	INCONTINENCIA URINARIA POR TENSION	0	0	1	1	4	UROLOGIA GENERAL	2	2	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N39.4	OTRAS INCONTINENCIAS URINARIAS ESPECIFICADAS	0	0	1	1	4	UROLOGIA GENERAL	1	2	1	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N39.8	OTROS TRASTORNOS ESPECIFICADOS DEL SISTEMA URINARIO	1	0	2	3	2	UROLOGIA GENERAL	1	0	1	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N39.9	TRASTORNO DEL SISTEMA URINARIO, NO ESPECIFICADO	2	0	1	3	2	UROLOGIA GENERAL	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N41.0	PROSTATITIS AGUDA	2	0	0	2	3	UROLOGIA GENERAL	1	2	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N41.1	PROSTATITIS CRONICA	0	0	0	0	5	UROLOGIA GENERAL	1	3	0	0	1	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N41.3	PROSTATOCISTITIS	0	0	0	0	5	UROLOGIA GENERAL	3	2	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N41.8	OTRAS ENFERMEDADES INFLAMATORIAS DE LA PROSTATA	1	0	0	1	4	UROLOGIA GENERAL	2	2	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N41.9	ENFERMEDAD INFLAMATORIA DE LA PROSTATA, NO ESPECIFICADA	2	0	0	2	3	UROLOGIA GENERAL	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N60.0	QUISTE SOLITARIO DE LA MAMA	0	0	0	0	5	GINECOLOGIA Y OBSTETRICIA	3	2	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N60.1	MASTOPATIA QUISTICA DIFUSA	0	0	0	0	5	GINECOLOGIA Y OBSTETRICIA	3	2	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N60.2	FIBROADENOSIS DE MAMA	1	0	0	1	4	GINECOLOGIA Y OBSTETRICIA	3	1	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N60.3	FIBROESCLEROSIS DE MAMA	1	0	0	1	4	GINECOLOGIA Y OBSTETRICIA	4	0	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N60.4	ECTASIA DE CONDUCTO MAMARIO	0	0	0	0	5	GINECOLOGIA Y OBSTETRICIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N60.8	OTRAS DISPLASIAS MAMARIAS BENIGNAS	1	0	0	1	4	GINECOLOGIA Y OBSTETRICIA	3	0	0	0	0	3	ONCOLOGIA MEDICA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N60.9	DISPLASIA MAMARIA BENIGNA, SIN OTRA ESPECIFICACION	0	0	0	0	5	GINECOLOGIA Y OBSTETRICIA	2	2	0	0	0	4	ONCOLOGIA MEDICA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N64.0	FISURA Y FISTULA DEL PEZON	0	0	0	0	5	GINECOLOGIA Y OBSTETRICIA	3	2	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N64.1	NECROSIS GRASA DE LA MAMA	0	0	0	0	5	GINECOLOGIA Y OBSTETRICIA	5	0	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N64.3	GALACTORREA NO ASOCIADA CON EL PARTO	1	0	0	1	4	GINECOLOGIA Y OBSTETRICIA	1	0	0	0	0	1	ENDOCRINOLOGIA	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N64.4	MASTODINIA	3	0	0	3	2	GINECOLOGIA Y OBSTETRICIA	0	2	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N64.5	OTROS SIGNOS Y SINTOMAS RELATIVOS A LA MAMA	1	0	0	1	4	GINECOLOGIA Y OBSTETRICIA	2	2	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N64.8	OTROS TRASTORNOS ESPECIFICADOS DE LA MAMA	1	0	0	1	4	GINECOLOGIA Y OBSTETRICIA	3	1	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N64.9	TRASTORNO DE LA MAMA, NO ESPECIFICADO	1	0	0	1	4	GINECOLOGIA Y OBSTETRICIA	2	2	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N73.2	PARAMETRITIS Y CELULITIS PELVICA NO ESPECIFICADA	0	0	0	0	5	GINECOLOGIA Y OBSTETRICIA	5	0	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N73.6	ADHERENCIAS PERITONEALES PELVICAS FEMENINAS	0	0	0	0	5	GINECOLOGIA Y OBSTETRICIA	4	0	0	0	0	4	CIRUGIA GENERAL	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N73.8	OTRAS ENFERMEDADES INFLAMATORIAS PELVICAS FEMENINAS	2	0	0	2	3	GINECOLOGIA Y OBSTETRICIA	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N73.9	ENFERMEDAD INFLAMATORIA PELVICA FEMENINA, NO ESPECIFICADA	2	0	0	2	3	GINECOLOGIA Y OBSTETRICIA	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N76.0	VAGINITIS AGUDA	1	0	0	1	4	GINECOLOGIA Y OBSTETRICIA	2	1	1	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N76.1	VAGINITIS SUBAGUDA Y CRONICA	0	0	0	0	5	GINECOLOGIA Y OBSTETRICIA	2	3	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N76.2	VULVITIS AGUDA	1	0	0	1	4	GINECOLOGIA Y OBSTETRICIA	2	2	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N76.3	VULVITIS SUBAGUDA Y CRONICA	0	0	0	0	5	GINECOLOGIA Y OBSTETRICIA	2	3	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N76.4	ABSCESO VULVAR	0	0	0	0	5	GINECOLOGIA Y OBSTETRICIA	3	2	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N76.6	ULCERACION DE LA VULVA	0	0	0	0	5	GINECOLOGIA Y OBSTETRICIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N76.8	OTRAS INFLAMACIONES ESPECIFICADAS DE LA VAGINA Y DE LA VULVA	2	0	0	2	3	GINECOLOGIA Y OBSTETRICIA	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N77.1	VAGINITIS, VULVITIS Y VULVOVAGINITIS EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE	3	0	0	3	2	GINECOLOGIA Y OBSTETRICIA	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N77.8	ULCERACION E INFLAMACION VULVOVAGINAL EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE	0	0	0	0	5	GINECOLOGIA Y OBSTETRICIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N83.0	QUISTE FOLICULAR DEL OVARIO	0	0	0	0	5	GINECOLOGIA Y OBSTETRICIA	3	2	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N83.1	QUISTE DEL CUERPO AMARILLO	0	0	0	0	5	GINECOLOGIA Y OBSTETRICIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N83.2	OTROS QUISTES OVARICOS Y LOS NO ESPECIFICADOS	0	0	0	0	5	GINECOLOGIA Y OBSTETRICIA	3	2	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N83.5	TORSION DE OVARIO, PEDICULO DE OVARIO Y TROMPA DE FALOPIO	0	0	0	0	5	GINECOLOGIA Y OBSTETRICIA	5	0	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N83.9	ENFERMEDAD NO INFLAMATORIA DEL OVARIO, DE LA TROMPA DE FALOPIO Y DEL LIGAMENTO ANCHO, NO ESPECIFICADA	0	0	0	0	5	GINECOLOGIA Y OBSTETRICIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N87.0	DISPLASIA CERVICAL LEVE	1	0	0	1	4	GINECOLOGIA Y OBSTETRICIA	3	0	0	0	0	3	OFTALMOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N87.1	DISPLASIA CERVICAL MODERADA	0	0	0	0	5	GINECOLOGIA Y OBSTETRICIA	5	0	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N87.2	DISPLASIA CERVICAL SEVERA, NO CLASIFICADA EN OTRA PARTE	0	0	0	0	5	OFTALMOLOGIA	1	0	0	0	0	1	GINECOLOGIA Y OBSTETRICIA	4	0	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N87.9	DISPLASIA DEL CUELLO DEL UTERO, NO ESPECIFICADA	0	0	0	0	5	ORTOPEDIA Y TRAUMATOLOGIA	1	0	0	0	0	1	GINECOLOGIA Y OBSTETRICIA	4	0	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N91.0	AMENORREA PRIMARIA	0	0	0	0	5	GINECOLOGIA Y OBSTETRICIA	3	1	0	0	0	4	ENDOCRINOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N91.1	AMENORREA SECUNDARIA	1	0	0	1	4	GINECOLOGIA Y OBSTETRICIA	2	2	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N91.2	AMENORREA, SIN OTRA ESPECIFICACION	1	0	0	1	4	GINECOLOGIA Y OBSTETRICIA	2	2	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N91.3	OLIGOMENORREA PRIMARIA	0	0	0	0	5	GINECOLOGIA Y OBSTETRICIA	3	1	0	0	0	4	ENDOCRINOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N91.4	OLIGOMENORREA SECUNDARIA	0	0	0	0	5	GINECOLOGIA Y OBSTETRICIA	2	3	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N91.5	OLIGOMENORREA, NO ESPECIFICADA	0	0	0	0	5	GINECOLOGIA Y OBSTETRICIA	2	3	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N92.0	MENSTRUACION EXCESIVA Y FRECUENTE CON CICLO REGULAR	0	0	0	0	5	GINECOLOGIA Y OBSTETRICIA	2	3	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
N92.1	MENSTRUACION EXCESIVA Y FRECUENTE CON CICLO IRREGULAR	0	0	0	0	5	GINECOLOGIA Y OBSTETRICIA	2	3	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	C
